img_path,xmin,ymin,xmax,ymax,score
Nestor Macias RGB/Nestor Macias RGB.tif,11816.578176725236,4998.578176725235,11823.421823274764,5005.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9720.993494749535,2760.993494749535,9727.006505250465,2767.006505250465,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8010.578176725235,2226.578176725235,8017.421823274765,2233.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6686.578176725235,1958.578176725235,6693.421823274765,1965.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11637.111280876,4644.111280876,11648.888719124,4655.888719124,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,13043.8274764451,5852.8274764451,13054.1725235549,5863.1725235549,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6548.4932518462,901.4932518462,6559.5067481538,912.5067481538,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10224.8831168831,4609.8831168831,10241.1168831169,4626.1168831169,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,12439.37916984975,7462.37916984975,12452.62083015025,7475.62083015025,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10086.83537051185,5180.83537051185,10103.16462948815,5197.16462948815,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7888.29437229437,3456.29437229437,7893.70562770563,3461.70562770563,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10229.336771072065,5568.336771072065,10238.663228927935,5577.663228927935,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,12092.5753756048,8208.5753756048,12113.4246243952,8229.4246243952,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6981.180290297935,5982.180290297935,6988.819709702065,5989.819709702065,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4619.5091673033,3659.5091673033,4630.4908326967,3670.4908326967,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6603.98395721925,5853.98395721925,6616.01604278075,5866.01604278075,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9213.61522790935,8778.61522790935,9228.38477209065,8793.38477209065,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7473.85128596895,8361.85128596895,7490.14871403105,8378.14871403105,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4123.59931245225,5889.59931245225,4138.40068754775,5904.40068754775,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3525.84657499365,5748.84657499365,3536.15342500635,5759.15342500635,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7080.15902724725,9545.15902724725,7091.84097275275,9556.84097275275,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7576.14578558696,10334.14578558696,7585.85421441304,10343.85421441304,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4948.432263814615,10284.432263814615,4957.567736185385,10293.567736185385,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2938.21734148205,8805.21734148205,2953.78265851795,8820.78265851795,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4664.56748153805,11583.56748153805,4679.43251846195,11598.43251846195,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2762.578176725235,9817.578176725236,2769.421823274765,9824.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2274.578176725235,9657.578176725236,2281.421823274765,9664.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3043.578176725235,11308.578176725236,3050.421823274765,11315.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4682.578176725235,12388.578176725236,4689.421823274765,12395.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5755.976063152535,9667.976063152535,5762.023936847465,9674.023936847465,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4780.99719887955,7830.99719887955,4795.00280112045,7845.00280112045,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2048.578176725235,9083.578176725236,2055.421823274765,9090.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3787.7690348867,7216.7690348867,3806.2309651133,7235.2309651133,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8011.578176725235,8969.578176725236,8018.421823274765,8976.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11155.578176725236,10031.578176725236,11162.421823274764,10038.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6961.578176725235,6383.578176725235,6968.421823274765,6390.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4658.578176725235,4862.578176725235,4665.421823274765,4869.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10873.578176725236,8848.578176725236,10880.421823274764,8855.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9367.58874458875,7682.58874458875,9378.41125541125,7693.41125541125,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9555.243952126306,6653.243952126305,9562.756047873694,6660.756047873695,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6515.578176725235,5206.578176725235,6522.421823274765,5213.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5345.135217723455,4198.135217723455,5350.864782276545,4203.864782276545,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11576.95212630505,6759.95212630505,11589.04787369495,6772.04787369495,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11689.578176725236,6411.578176725235,11696.421823274764,6418.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9996.578176725236,4782.578176725235,10003.421823274764,4789.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8829.79831932773,3185.79831932773,8838.20168067227,3194.20168067227,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7167.578176725235,3014.578176725235,7174.421823274765,3021.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,12142.578176725236,4171.578176725235,12149.421823274764,4178.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,13276.44015788135,6141.44015788135,13291.55984211865,6156.55984211865,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9289.22536287242,1547.22536287242,9298.77463712758,1556.77463712758,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9417.3155080214,2945.3155080214,9430.6844919786,2958.6844919786,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,13541.24649859945,6693.24649859945,13558.75350140055,6710.75350140055,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8179.0873440285,3703.0873440285,8196.9126559715,3720.9126559715,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8271.45072574485,4778.45072574485,8290.54927425515,4797.54927425515,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9740.0873440285,6615.0873440285,9757.9126559715,6632.9126559715,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11034.54367201426,7931.54367201426,11043.45632798574,7940.45632798574,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7811.2704354469,5705.2704354469,7822.7295645531,5716.7295645531,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5266.42959001785,3687.42959001785,5277.57040998215,3698.57040998215,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8104.54367201426,6519.54367201426,8113.45632798574,6528.45632798574,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7774.42959001785,11370.42959001785,7785.57040998215,11381.57040998215,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7555.99719887955,8979.99719887955,7570.00280112045,8994.00280112045,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4781.5648077413,6878.5648077413,4798.4351922587,6895.4351922587,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5067.42959001785,8064.42959001785,5078.57040998215,8075.57040998215,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9165.7690348867,11995.7690348867,9184.2309651133,12014.2309651133,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4969.4746625923,9838.4746625923,4982.5253374077,9851.5253374077,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2884.42959001785,8212.42959001785,2895.57040998215,8223.57040998215,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3389.79297173415,9670.79297173415,3402.20702826585,9683.20702826585,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,-135.421823274765,7147.578176725235,-128.578176725235,7154.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3717.578176725235,8100.578176725235,3724.421823274765,8107.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5283.578176725235,11028.578176725236,5290.421823274765,11035.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7524.578176725235,12377.578176725236,7531.421823274765,12384.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7507.61268143621,11600.61268143621,7512.38731856379,11605.38731856379,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6417.578176725235,11107.578176725236,6424.421823274765,11114.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4370.578176725235,9194.578176725236,4377.421823274765,9201.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3517.4455054749,7579.4455054749,3528.5544945251,7590.5544945251,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,533.578176725235,7507.578176725235,540.421823274765,7514.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4593.578176725235,6745.578176725235,4600.421823274765,6752.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7057.578176725235,8770.578176725236,7064.421823274765,8777.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9570.578176725236,10824.578176725236,9577.421823274764,10831.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7590.61790170615,8887.61790170615,7603.38209829385,8900.38209829385,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5680.74237987835,6967.74237987835,5691.25762012165,6978.25762012165,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8239.1138273491,7451.1138273491,8260.8861726509,7472.8861726509,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10686.578176725236,8914.578176725236,10693.421823274764,8921.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9577.578176725236,5360.578176725235,9584.421823274764,5367.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8305.578176725236,5281.578176725235,8312.421823274764,5288.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6699.578176725235,3861.578176725235,6706.421823274765,3868.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9818.551566081,6924.551566081,9833.448433919,6939.448433919,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,12962.55269582864,5824.55269582864,12969.44730417136,5831.44730417136,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11669.578176725236,5012.578176725235,11676.421823274764,5019.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10073.562261268145,3357.562261268145,10080.437738731855,3364.437738731855,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8201.578176725236,1999.578176725235,8208.421823274764,2006.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6849.578176725235,2307.578176725235,6856.421823274765,2314.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11886.36325439265,4673.36325439265,11899.63674560735,4686.63674560735,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11849.42691622105,4937.42691622105,11862.57308377895,4950.57308377895,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7969.64438502675,996.64438502675,7986.35561497325,1013.35561497325,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10649.4746625923,5243.4746625923,10662.5253374077,5256.5253374077,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10912.78762414055,6960.78762414055,10929.21237585945,6977.21237585945,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9971.0635345047,4868.0635345047,9982.9364654953,4879.9364654953,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7525.38451744334,3393.38451744334,7534.61548255666,3402.61548255666,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10267.29437229437,5704.29437229437,10272.70562770563,5709.70562770563,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10629.30494015788,8239.30494015788,10638.69505984212,8248.69505984212,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7332.98663101605,5670.98663101605,7343.01336898395,5681.01336898395,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4289.79831932773,3676.79831932773,4298.20168067227,3685.20168067227,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6973.0794499618,5755.0794499618,6984.9205500382,5766.9205500382,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9878.35001273235,9714.35001273235,9889.64998726765,9725.64998726765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7585.38451744334,8186.38451744334,7594.61548255666,8195.61548255666,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4063.44283167815,5802.44283167815,4076.55716832185,5815.55716832185,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3242.44283167815,6276.44283167815,3255.55716832185,6289.55716832185,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6639.03170359055,9562.03170359055,6650.96829640945,9573.96829640945,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7295.3260758849,10541.3260758849,7312.6739241151,10558.6739241151,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5350.41100076395,10626.41100076395,5363.58899923605,10639.58899923605,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2760.58874458875,8411.58874458875,2771.41125541125,8422.41125541125,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4764.2704354469,11740.2704354469,4775.7295645531,11751.7295645531,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,-147.0929462694,6673.9070537306,-136.9070537306,6684.0929462694,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2497.578176725235,9693.578176725236,2504.421823274765,9700.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3313.578176725235,10992.578176725236,3320.421823274765,10999.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4245.498599439775,12635.498599439776,4252.501400560225,12642.501400560224,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4984.578176725235,9273.578176725236,4991.421823274765,9280.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2935.578176725235,7715.578176725235,2942.421823274765,7722.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,-1477.421823274765,7351.578176725235,-1470.578176725235,7358.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3135.578176725235,6996.578176725235,3142.421823274765,7003.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5692.578176725235,10011.578176725236,5699.421823274765,10018.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8955.578176725236,10341.578176725236,8962.421823274764,10348.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6588.578176725235,7531.578176725235,6595.421823274765,7538.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4211.578176725235,4838.578176725235,4218.421823274765,4845.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9831.578176725236,8582.578176725236,9838.421823274764,8589.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8979.578176725236,8026.578176725235,8986.421823274764,8033.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7576.578176725235,6611.578176725235,7583.421823274765,6618.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6590.22001527885,5908.22001527885,6603.77998472115,5921.77998472115,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4956.578176725235,4458.578176725235,4963.421823274765,4465.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,12804.578176725236,6352.578176725235,12811.421823274764,6359.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11854.578176725236,6063.578176725235,11861.421823274764,6070.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9635.578176725236,4700.578176725235,9642.421823274764,4707.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9398.578176725236,2658.578176725235,9405.421823274764,2665.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7590.896485867075,2709.896485867075,7597.103514132925,2716.103514132925,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,12948.4879042526,5361.4879042526,12963.5120957474,5376.5120957474,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,14406.9176215941,6314.9176215941,14421.0823784059,6329.0823784059,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9048.74789915965,1558.74789915965,9059.25210084035,1569.25210084035,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8081.99719887955,3086.99719887955,8096.00280112045,3101.00280112045,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,12588.79297173415,6904.79297173415,12601.20702826585,6917.20702826585,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8038.42959001785,2897.42959001785,8049.57040998215,2908.57040998215,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8468.02113572702,5391.02113572702,8475.97886427298,5398.97886427298,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9857.2704354469,6603.2704354469,9868.7295645531,6614.7295645531,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9484.7239623122,8117.7239623122,9501.2760376878,8134.2760376878,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7676.38451744334,5086.38451744334,7685.61548255666,5095.61548255666,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4272.79297173415,4018.79297173415,4285.20702826585,4031.20702826585,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8975.5197351668,8606.5197351668,8990.4802648332,8621.4802648332,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8370.04227145405,11139.04227145405,8385.95772854595,11154.95772854595,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7058.02113572702,9252.02113572702,7065.97886427298,9259.97886427298,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2563.7239623122,5407.7239623122,2580.2760376878,5424.2760376878,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5172.99719887955,9293.99719887955,5187.00280112045,9308.00280112045,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8509.45072574485,11641.45072574485,8528.54927425515,11660.54927425515,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4872.0873440285,9635.0873440285,4889.9126559715,9652.9126559715,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2414.42959001785,7263.42959001785,2425.57040998215,7274.57040998215,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3656.816908581615,9776.816908581615,3663.183091418385,9783.183091418385,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,1137.578176725235,7586.578176725235,1144.421823274765,7593.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3801.60733384263,9063.60733384263,3810.39266615737,9072.39266615737,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5763.38184364655,10864.38184364655,5774.61815635345,10875.61815635345,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7327.36592818945,12825.36592818945,7338.63407181055,12836.63407181055,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7342.55130002504,11609.55130002504,7349.44869997496,11616.44869997496,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6306.578176725235,10935.578176725236,6313.421823274765,10942.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4619.578176725235,9229.578176725236,4626.421823274765,9236.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3392.578176725235,7425.578176725235,3399.421823274765,7432.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,1883.61702492015,6924.61702492015,1900.38297507985,6941.38297507985,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2902.071555895085,6418.071555895085,2907.928444104915,6423.928444104915,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7039.578176725235,8870.578176725236,7046.421823274765,8877.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10145.578176725236,10862.578176725236,10152.421823274764,10869.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7292.578176725235,8246.578176725236,7299.421823274765,8253.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5495.745419949585,6592.745419949585,5504.254580050415,6601.254580050415,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8761.98395721925,8110.98395721925,8774.01604278075,8123.01604278075,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10695.578176725236,7549.578176725235,10702.421823274764,7556.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9210.578176725236,5995.578176725235,9217.421823274764,6002.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8169.578176725235,5389.578176725235,8176.421823274765,5396.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5734.578176725235,3683.578176725235,5741.421823274765,3690.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,14559.574524023725,7654.574524023725,14564.425475976275,7659.425475976275,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,12794.578176725236,6009.578176725235,12801.421823274764,6016.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11361.578176725236,4496.578176725235,11368.421823274764,4503.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10101.8911382735,3358.8911382735,10112.1088617265,3369.1088617265,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8229.698280983064,2000.698280983065,8236.301719016936,2007.301719016935,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,14143.578176725236,5944.578176725235,14150.421823274764,5951.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11642.31805449455,4082.31805449455,11665.68194550545,4105.68194550545,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11398.02902979375,4072.02902979375,11411.97097020625,4085.97097020625,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7346.04227145405,1158.04227145405,7361.95772854595,1173.95772854595,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11142.912401324165,5429.912401324165,11149.087598675835,5436.087598675835,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11749.90425261015,6447.90425261015,11774.09574738985,6472.09574738985,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9143.74789915965,4301.74789915965,9154.25210084035,4312.25210084035,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7666.623821709385,3665.623821709385,7673.376178290615,3672.376178290615,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,10135.336771072065,6015.336771072065,10144.663228927935,6024.663228927935,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,11243.4266615737,8817.4266615737,11280.5733384263,8854.5733384263,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6969.74789915965,6142.74789915965,6980.25210084035,6153.25210084035,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4303.8619811561,3711.8619811561,4312.1380188439,3720.1380188439,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6995.7425515661,6011.7425515661,7010.2574484339,6026.2574484339,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,9406.36058059585,9695.36058059585,9421.63941940415,9710.63941940415,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,7064.04227145405,8075.04227145405,7079.95772854595,8090.95772854595,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3236.99719887955,5508.99719887955,3251.00280112045,5523.00280112045,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,3149.77438248025,6119.77438248025,3164.22561751975,6134.22561751975,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6429.39508530685,9752.39508530685,6442.60491469315,9765.60491469315,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,8533.5648077413,10527.5648077413,8550.4351922587,10544.4351922587,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5681.4508530685,10988.4508530685,5688.5491469315,10995.5491469315,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2893.578176725235,6836.578176725235,2900.421823274765,6843.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,6378.11662846957,13167.11662846957,6385.88337153043,13174.88337153043,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,-441.421823274765,7352.578176725235,-434.578176725235,7359.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,2604.578176725235,9757.578176725236,2611.421823274765,9764.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4117.578176725235,10253.578176725236,4124.421823274765,10260.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4321.578176725235,12491.578176725236,4328.421823274765,12498.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,5995.578176725235,9989.578176725236,6002.421823274765,9996.421823274764,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,4056.578176725235,6858.578176725235,4063.421823274765,6865.421823274765,1.0
Nestor Macias RGB/Nestor Macias RGB.tif,705.578176725235,6830.578176725235,712.421823274765,6837.421823274765,1.0
